city,district,lng,lat
서울특별시,마포구,126.922648349739,37.5576530594729
서울특별시,마포구,126.922403010399,37.5573985324214
서울특별시,마포구,126.921763794828,37.5569872363594
서울특별시,마포구,126.921398517841,37.5564162495897
서울특별시,마포구,126.921241643176,37.5563066934808
서울특별시,마포구,126.920768037236,37.556185235646
서울특별시,마포구,126.920552634732,37.5562103001304
서울특별시,마포구,126.919005932248,37.5575116832835
서울특별시,마포구,126.919027265731,37.557601982224
서울특별시,마포구,126.919351941106,37.5578482311059
서울특별시,마포구,126.919867688163,37.557402425349
서울특별시,마포구,126.921078730227,37.5581883778416
서울특별시,마포구,126.921491451889,37.5578227181087
서울특별시,마포구,126.921714804224,37.5580319945371
서울특별시,마포구,126.922320165196,37.5576500680897
서울특별시,마포구,126.923089104213,37.5584860312236
서울특별시,마포구,126.923248964242,37.5583883731543
서울특별시,마포구,126.922960037051,37.5580163151868
서울특별시,마포구,126.922648349739,37.5576530594729
서울특별시,마포구,126.925311211591,37.5582269313782
서울특별시,마포구,126.922634220889,37.556274341082
서울특별시,마포구,126.922335845244,37.5565599539311
서울특별시,마포구,126.921148615941,37.5556931380174
서울특별시,마포구,126.920816028214,37.5559964555814
서울특별시,마포구,126.921345437204,37.5561724847458
서울특별시,마포구,126.921536261241,37.5562823504385
서울특별시,마포구,126.921868496394,37.5567899627318
서울특별시,마포구,126.921957473436,37.556898898849
서울특별시,마포구,126.922507322197,37.5572282858481
서울특별시,마포구,126.922775165185,37.5574920281435
서울특별시,마포구,126.923431328014,37.5582999301958
서울특별시,마포구,126.923577540451,37.5583643343768
서울특별시,마포구,126.923769796983,37.5583750952467
서울특별시,마포구,126.924319342816,37.5579385880219
서울특별시,마포구,126.924786242488,37.5585285109307
서울특별시,마포구,126.924887318421,37.5585834925594
서울특별시,마포구,126.924954185347,37.5586561837848
서울특별시,마포구,126.925190159368,37.5587754645786
서울특별시,마포구,126.925523646754,37.5584090702421
서울특별시,마포구,126.925311211591,37.5582269313782
서울특별시,마포구,126.926047368483,37.5574046655371
서울특별시,마포구,126.926087517032,37.5569725314517
서울특별시,마포구,126.926842891685,37.5571776197703
서울특별시,마포구,126.926659372986,37.5573471511041
서울특별시,마포구,126.926726756819,37.5573838044685
서울특별시,마포구,126.928094426268,37.556720434054
서울특별시,마포구,126.928029362511,37.5565216154052
서울특별시,마포구,126.927350531671,37.5557135327847
서울특별시,마포구,126.92792099406,37.5553943332765
서울특별시,마포구,126.927933341682,37.5553223620834
서울특별시,마포구,126.927086713719,37.5543776001185
서울특별시,마포구,126.927007758129,37.5543588627228
서울특별시,마포구,126.926482952275,37.5546514413162
서울특별시,마포구,126.926507133683,37.5545435361463
서울특별시,마포구,126.926488373396,37.5542730538961
서울특별시,마포구,126.926472452838,37.5538043686805
서울특별시,마포구,126.926404943233,37.5537767244258
서울특별시,마포구,126.925917703697,37.5538173505866
서울특별시,마포구,126.925901786742,37.553348665315
서울특별시,마포구,126.925629813552,37.5533732251462
서울특별시,마포구,126.925426124245,37.5533713738552
서울특별시,마포구,126.925200836605,37.5532972426754
서울특별시,마포구,126.924998181516,37.5532233168737
서울특별시,마포구,126.925136429481,37.5530533763704
서울특별시,마포구,126.92426270394,37.5524237117375
서울특별시,마포구,126.924052228889,37.5521064324231
서울특별시,마포구,126.924078741221,37.551836361767
서울특별시,마포구,126.924173277443,37.5515578997381
서울특별시,마포구,126.924193258737,37.5509543848101
서울특별시,마포구,126.924106809204,37.5498813604293
서울특별시,마포구,126.924181427584,37.5494134985821
서울특별시,마포구,126.924151102456,37.5491609313597
서울특별시,마포구,126.924097758719,37.5489351858491
서울특별시,마포구,126.922928259394,37.5492038594297
서울특별시,마포구,126.922878623771,37.5479329404824
서울특별시,마포구,126.922743876842,37.547859629529
서울특별시,마포구,126.921860900362,37.5478786118227
서울특별시,마포구,126.918452418995,37.5480276873017
서울특별시,마포구,126.917760368242,37.5481474997805
서울특별시,마포구,126.914298124949,37.5488816387213
서울특별시,마포구,126.913957489415,37.5489596035396
서울특별시,마포구,126.913908180519,37.5492384727896
서울특별시,마포구,126.915095484445,37.5500873411552
서울특별시,마포구,126.918341752377,37.5525589041797
서울특별시,마포구,126.925038374138,37.5575216402501
서울특별시,마포구,126.926047368483,37.5574046655371
서울특별시,종로구,126.967096112898,37.5666006526983
서울특별시,종로구,126.966884173276,37.566373540418
서울특별시,종로구,126.966249981726,37.5663950274273
서울특별시,종로구,126.96415929674,37.5686022962752
서울특별시,종로구,126.964496485586,37.568776448171
서울특별시,종로구,126.965057692563,37.5683038115261
서울특별시,종로구,126.965782948274,37.5674271392125
서울특별시,종로구,126.966194885404,37.5671063678344
서울특별시,종로구,126.966479707618,37.5669737022564
서울특별시,종로구,126.966684182396,37.5669214273475
서울특별시,종로구,126.966866890249,37.5668058889899
서울특별시,종로구,126.967096112898,37.5666006526983
서울특별시,서대문구,126.965843273243,37.5663374076648
서울특별시,서대문구,126.966244880595,37.5659444623746
서울특별시,서대문구,126.967023334451,37.5653115281616
서울특별시,서대문구,126.967415475002,37.5647833398511
서울특별시,서대문구,126.967259259515,37.5646197878141
서울특별시,서대문구,126.96589041281,37.5645627693388
서울특별시,서대문구,126.965537691279,37.5646948394457
서울특별시,서대문구,126.965359839846,37.5644590122999
서울특별시,서대문구,126.965190942655,37.5643944610731
서울특별시,서대문구,126.964850659153,37.5644455443126
서울특별시,서대문구,126.9648081145,37.5650668900443
서울특별시,서대문구,126.964444070732,37.5651988576964
서울특별시,서대문구,126.964521179503,37.5653527101015
서울특별시,서대문구,126.964530629373,37.5654879490075
서울특별시,서대문구,126.964870668825,37.5654548854108
서울특별시,서대문구,126.965232721781,37.5654670655737
서울특별시,서대문구,126.965830712507,37.5656074546609
서울특별시,서대문구,126.965679969809,37.5658674376777
서울특별시,서대문구,126.96551853004,37.5660822748322
서울특별시,서대문구,126.965483953457,37.5661270242882
서울특별시,서대문구,126.965439054182,37.5660996001258
서울특별시,서대문구,126.965232464976,37.5663050313211
서울특별시,서대문구,126.96460200991,37.566056229954
서울특별시,서대문구,126.964598896439,37.5662814628753
서울특별시,서대문구,126.964492922694,37.5665778780573
서울특별시,서대문구,126.964261201437,37.5669632954855
서울특별시,서대문구,126.96415696969,37.5671335799
서울특별시,서대문구,126.965004223522,37.5672581363406
서울특별시,서대문구,126.965843273243,37.5663374076648
서울특별시,서대문구,126.938956730473,37.5593323282039
서울특별시,서대문구,126.940314901122,37.5593355002888
서울특별시,서대문구,126.940316940028,37.559191352169
서울특별시,서대문구,126.939525132252,37.5591572205569
서울특별시,서대문구,126.939344825563,37.5591015405469
서울특별시,서대문구,126.939612512204,37.558581338794
서울특별시,서대문구,126.939276576352,37.5583260337961
서울특별시,서대문구,126.938839812134,37.5579977396077
서울특별시,서대문구,126.939172464676,37.5576853611278
서울특별시,서대문구,126.939240747989,37.5576589426487
서울특별시,서대문구,126.939369823833,37.5573357263126
